categories;type;exchanges;name;unit;code;database 
('soil', 'agricultural');emission;[];Spinosad;kilogram;f7340d88-d66b-45c8-89af-251646b2c12e;biosphere3
('soil', 'agricultural');emission;[];Acetochlor;kilogram;92ee2fc1-238c-465d-9887-418af42db9c7;biosphere3
('natural resource', 'in ground');natural resource;[];Lead, 5.0% in sulfide, Pb 3.0%, Zn, Ag, Cd, In, in ground;kilogram;4f701354-38fd-40b0-8c90-4c1df36ec45a;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Flumioxazin;kilogram;c1bcea7e-26d9-4714-950b-c425d78179fa;biosphere3
('air', 'urban air close to ground');emission;[];Thorium-228;kilo Becquerel;6e769b2f-11ce-4ec1-ad99-a27c93361e72;biosphere3
('water', 'ground-, long-term');emission;[];Actinides, radioactive, unspecified;kilo Becquerel;d0bb3bc2-13e8-422e-acf0-ee5cc1e5e7be;biosphere3
('air', 'low population density, long-term');emission;[];Ruthenium-103;kilo Becquerel;08a570d6-99a9-477b-8099-77fc2a8afafa;biosphere3
('air',);emission;[];Ethyne;kilogram;42a2f3e7-5393-4a69-9b0b-f70a9139ee24;biosphere3
('soil', 'agricultural');emission;[];Triflusulfuron-methyl;kilogram;8638150a-6413-4a26-9a97-c9fc2bbef19b;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Cobalt-60;kilo Becquerel;441ef9b3-0df0-461b-bd84-358973e0c2ca;biosphere3
('water', 'ocean');emission;[];Manganese-55;kilo Becquerel;6ed06a59-4fd1-422e-a397-4c3274596701;biosphere3
('water', 'surface water');emission;[];Fluorene;kilogram;e145d4fa-5ac7-4435-8f4d-de807fbe1a31;biosphere3
('water',);emission;[];Cadmium, ion;kilogram;2712fe5f-0d3c-4c8e-8bc4-26c604413849;biosphere3
('air', 'low population density, long-term');emission;[];Cadmium;kilogram;23eaa36d-add4-4219-961e-ca7104dc0de9;biosphere3
('water',);emission;[];Hydrazine;kilogram;3c9f4830-91f4-4a22-bd83-c9439b41106c;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Hydrogen chloride;kilogram;50f3bc1e-fafc-44a2-9800-4468d8c3b643;biosphere3
('water', 'ocean');emission;[];Chloride;kilogram;97818104-9cc2-4323-97d5-c896ce171f86;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ammonia;kilogram;8494ed3c-0416-4aa5-b100-51a2b2bcadbd;biosphere3
('air', 'low population density, long-term');emission;[];Hydrogen peroxide;kilogram;b39670dc-16e3-485e-b477-c54c996d7516;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Xenon-137;kilo Becquerel;001790f3-fd86-4a0d-a2a1-06c7099d90c8;biosphere3
('soil', 'agricultural');emission;[];Diazinon;kilogram;c4302ab1-eb6d-458b-86ad-f7d7d4df411e;biosphere3
('water', 'surface water');emission;[];Neptunium-237;kilo Becquerel;7cc66f3a-9b59-4ad0-8181-3d2c5d690961;biosphere3
('water', 'ground-');emission;[];Hydrocarbons, aromatic;kilogram;b50cbca2-b548-44e2-8acd-afa34d55e055;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Hydrocarbons, aliphatic, alkanes, cyclic;kilogram;5f4baaf6-055e-491e-9852-258897ab5194;biosphere3
('water', 'surface water');emission;[];Phthalate, dimethyl-;kilogram;4a1542d8-5f0e-488e-90d1-658d40c41695;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethene;kilogram;b02991d4-c180-4b16-8035-ac38f4a64b87;biosphere3
('soil', 'agricultural');emission;[];Molinate;kilogram;aa2f15ce-fc50-4252-89d8-89e06b4f588a;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Chlorine;kilogram;fb598112-aae8-4185-b71e-0a8f2c631aac;biosphere3
('water',);emission;[];Radium-224;kilo Becquerel;de9eee06-aa4b-4842-a43f-70be12e969da;biosphere3
('water',);emission;[];Radium-228;kilo Becquerel;4ea9bb4f-e4ab-45d7-beb5-dc07fc1c685a;biosphere3
('air', 'urban air close to ground');emission;[];Heptane;kilogram;f4bb66f1-c78c-409f-8368-85c1205a3573;biosphere3
('air', 'low population density, long-term');emission;[];Antimony-125;kilo Becquerel;ffe3e89e-e0c1-4665-a6e5-2404c131fe32;biosphere3
('soil', 'forestry');emission;[];Potassium;kilogram;0e7f417f-b5ec-4771-a47a-60cc451a8403;biosphere3
('water', 'ground-');emission;[];Acrylonitrile;kilogram;ec9b8886-22ef-452b-9347-88dd1ab3a6a5;biosphere3
('air',);emission;[];Perfluoropentane;kilogram;e2ccc98a-6d4e-443b-b11f-d16f32782833;biosphere3
('air', 'non-urban air or from high stacks');emission;[];2-Aminopropanol;kilogram;b1fa0fe9-49d4-4e1d-9502-3b2d10a313c9;biosphere3
('air', 'urban air close to ground');emission;[];Molybdenum;kilogram;c26d4716-ce1e-43da-a662-cd9498b1e8bc;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;kilogram;53b87932-00c8-4bf4-b519-ecd3c401ed4d;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Uranium alpha;kilo Becquerel;4e6641cc-7ec3-45a7-bd20-ccff1acb4cc4;biosphere3
('air', 'low population density, long-term');emission;[];Diethyl ether;kilogram;7ae0a943-090b-4da6-899f-8c53a33a1db2;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Silver-110;kilo Becquerel;1329e7f0-ff40-45e2-8e46-a2192b87e407;biosphere3
('air', 'low population density, long-term');emission;[];Anthranilic acid;kilogram;412022a7-3c01-4e3c-92c8-d710927ed17a;biosphere3
('water', 'ocean');emission;[];Butanol;kilogram;20c6c6d7-904c-4d33-923e-80e8ae7ee199;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Thorium-228;kilo Becquerel;de0478a0-377a-46dc-89ac-0e1705bb9e7f;biosphere3
('natural resource', 'in ground');natural resource;[];Olivine, in ground;kilogram;d7cadc9a-f42c-4711-a8e2-0b626c0a4c7a;biosphere3
('natural resource', 'in ground');natural resource;[];Gold, Au 4.9E-5%, in ore, in ground;kilogram;8c888d2b-d608-4dac-bad5-1c2a17050838;biosphere3
('soil', 'agricultural');emission;[];Hexaconazole;kilogram;94ba16db-16b4-4652-b121-8682c317db58;biosphere3
('soil', 'agricultural');emission;[];Propiconazole;kilogram;f7c6455a-51e5-4aba-8361-99b98d47c47b;biosphere3
('water', 'ground-');emission;[];Phthalate, dibutyl-;kilogram;77241bc4-5911-40b8-927c-9bf5755c6634;biosphere3
('air', 'urban air close to ground');emission;[];Xenon-133m;kilo Becquerel;28b7568a-4238-47ff-8b95-2b97ba55c6f3;biosphere3
('water', 'ground-');emission;[];Tin, ion;kilogram;f73177d8-5e57-4f0d-ba34-6889cfdfed40;biosphere3
('air', 'low population density, long-term');emission;[];1-Pentanol;kilogram;9dd01d5b-3677-4822-9cd4-36d21b0e23d1;biosphere3
('air', 'low population density, long-term');emission;[];Plutonium-241;kilo Becquerel;3681c873-199a-45ec-9521-81e430bed4df;biosphere3
('natural resource', 'in ground');natural resource;[];Zinc, Zn 0.63%, in mixed ore, in ground;kilogram;f8f1ba14-9934-4678-8a78-e2cf1fce7775;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethyl acetate;kilogram;bb656df7-0d8a-427c-b58c-02962e50df57;biosphere3
('air',);emission;[];Benzo(k)fluoranthene;kilogram;cc5f1637-8aa5-442f-a8c6-43c8739944a0;biosphere3
('air', 'non-urban air or from high stacks');emission;[];t-Butyl methyl ether;kilogram;edd62398-8916-4183-9615-65afce26518a;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];t-Butylamine;kilogram;bfcc7ab0-a9a7-41b6-895f-25450e8c0d40;biosphere3
('air',);emission;[];Carbon monoxide, fossil;kilogram;ba2f3f82-c93a-47a5-822a-37ec97495275;biosphere3
('air', 'urban air close to ground');emission;[];Ethane, 1,1,1-trifluoro-, HFC-143a;kilogram;f43b2b80-f5a6-4d31-9980-0754305a978d;biosphere3
('water', 'ocean');emission;[];1,4-Butanediol;kilogram;aae8aac7-b81d-41e4-b356-912b369d1c55;biosphere3
('water', 'ground-');emission;[];Niobium-95;kilo Becquerel;c74226fa-4297-44ff-8caa-6b3cfd6dd67a;biosphere3
('natural resource', 'in ground');natural resource;[];Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground;kilogram;5514ccd2-469f-4074-9905-529154e7f742;biosphere3
('water',);emission;[];Hypochlorite;kilogram;57f006f6-e406-404f-8afe-2eb891f713ad;biosphere3
('soil', 'agricultural');emission;[];Clopyralid;kilogram;a40f1ce3-e72f-48fa-8bba-174a1d4bf922;biosphere3
('soil',);emission;[];Phenol, pentachloro-;kilogram;a7ce2d61-decb-4076-baf1-774c4039b4e3;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Acephate;kilogram;73a06727-fec3-4d8d-8de5-ef1a0cc2c280;biosphere3
('air', 'low population density, long-term');emission;[];Methane, fossil;kilogram;f3bd723a-5276-4ae8-9860-b89537351a90;biosphere3
('air', 'urban air close to ground');emission;[];Organic carbon;kilogram;d7a10d03-8f76-4b5f-8dd5-5b0f827568fc;biosphere3
('water', 'surface water');emission;[];Barium-140;kilo Becquerel;08439a5d-5036-4e9f-89df-08239a6dbc33;biosphere3
('water', 'ocean');emission;[];Polonium-210;kilo Becquerel;c6976591-c1f2-4c53-b9ff-182db73f0a7f;biosphere3
('water', 'ground-, long-term');emission;[];Insecticides, unspecified;kilogram;e1615e9d-73cb-416e-9c46-f7f1822e3232;biosphere3
('natural resource', 'land');natural resource;[];Occupation, forest, extensive;square meter-year;2925111b-3464-4e34-9d02-b73c1c033e91;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Helium;kilogram;76c79f4e-3cda-428e-b8f0-0ba8bbf272b6;biosphere3
('air', 'urban air close to ground');emission;[];Diethylene glycol;kilogram;d439867e-7ef9-41aa-91e2-de8a922f9158;biosphere3
('natural resource', 'in ground');natural resource;[];Sulfur, in ground;kilogram;852281f6-db73-4250-84d3-86b569fce0c1;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Cobalt-57;kilo Becquerel;1070d47d-3834-423e-9603-3626ecc162d8;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methane, bromochlorodifluoro-, Halon 1211;kilogram;50f528ca-45e7-42d0-b399-998ea63ddabf;biosphere3
('air',);emission;[];Toluene;kilogram;3b1ecf8e-1d2c-4330-81da-a79f9068976d;biosphere3
('water', 'ocean');emission;[];Lanthanum-140;kilo Becquerel;0217e70b-e467-4ec6-8800-09d011b7e689;biosphere3
('air',);emission;[];Nitrobenzene;kilogram;3be7ab07-a4fd-4d32-a31f-134d2c5b5143;biosphere3
('water', 'ocean');emission;[];Ethyl acetate;kilogram;81946844-b1a4-487d-8712-c97c8402baf6;biosphere3
('air',);emission;[];Sulfur hexafluoride;kilogram;35d1dff5-b535-4628-9826-4a8fce08a1f2;biosphere3
('water', 'ocean');emission;[];Ethene, chloro-;kilogram;e67ada08-e113-4e05-b0a4-029a72e199a0;biosphere3
('soil', 'agricultural');emission;[];DNOC;kilogram;f48cca2b-fa69-4457-a5eb-5d848432afb8;biosphere3
('air',);emission;[];Boron trifluoride;kilogram;8e7d8523-2761-4eb1-a55a-958be4b0d23b;biosphere3
('water', 'ground-');emission;[];Nickel;kilogram;56815b4f-6138-4e0b-9fac-c94fd6b102b3;biosphere3
('water', 'surface water');emission;[];Chloroacetyl chloride;kilogram;bcbf2ad9-c338-4e11-be56-9e07113dafb3;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Silicon;kilogram;479daf8f-657e-46a6-bdea-3cb2c61c44b1;biosphere3
('air', 'urban air close to ground');emission;[];Acetone;kilogram;1f130425-11f9-4ec2-8d2f-d282acaacf5c;biosphere3
('water', 'ground-, long-term');emission;[];Borate;kilogram;75b31763-0b3b-449f-84b8-12c6ada70903;biosphere3
('water', 'ground-, long-term');emission;[];Ethyl acetate;kilogram;63fad899-6b8a-484d-bc90-481a58310070;biosphere3
('water',);emission;[];Silicon;kilogram;b8823bae-a149-44d7-825b-30708a97cb5f;biosphere3
('water', 'ocean');emission;[];Phosphorus;kilogram;62f3d964-9b53-4d01-9ee0-04112dcfc6d2;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Strontium;kilogram;890c2697-3463-4466-bebb-aecc1e1e730b;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to permanent crop;square meter;6e02ccfc-9eb5-4a51-be9a-870c1087c833;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Argon-41;kilo Becquerel;091d8157-f865-4858-8ceb-0a49ac84614b;biosphere3
('water', 'ground-, long-term');emission;[];Thorium-228;kilo Becquerel;75f898f6-1051-486f-bb82-af34e02a8f8b;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Monochloroethane;kilogram;4394c871-7245-4bfc-8e9d-9a875e81b7ee;biosphere3
('air', 'urban air close to ground');emission;[];Isocyanic acid;kilogram;b465eb7f-dfe9-4057-ad17-c451d58fd753;biosphere3
('water',);emission;[];Cumene;kilogram;7a3b6567-5f36-4142-b390-15fbf940e206;biosphere3
('soil', 'agricultural');emission;[];Nitrogen;kilogram;7ce704ce-2a44-448b-b198-f00bf5928b4b;biosphere3
('air',);emission;[];Sodium hypochlorite;kilogram;f237cc62-40b2-4a40-a5fa-d46681d39cf2;biosphere3
('water',);emission;[];Sulfite;kilogram;24145938-f9e3-40ea-ab06-409187ca5d26;biosphere3
('air', 'low population density, long-term');emission;[];Cerium-144;kilo Becquerel;a69a8754-58be-4460-9363-60bc3c84894e;biosphere3
('air', 'low population density, long-term');emission;[];Hydrocarbons, chlorinated;kilogram;21f7d520-f329-4592-8880-949a08773371;biosphere3
('natural resource', 'land');natural resource;[];Occupation, traffic area, rail network;square meter-year;062a6faf-b1a5-4a6a-aa02-47ae3ec566a8;biosphere3
('natural resource', 'biotic');natural resource;[];Energy, gross calorific value, in biomass;megajoule;01c12fca-ad8b-4902-8b48-2d5afe3d3a0f;biosphere3
('water',);emission;[];Perchlorate, ion;kilogram;4f722a22-e077-4626-830a-c57d856decc0;biosphere3
('air', 'low population density, long-term');emission;[];Diethylamine;kilogram;85d539e7-6193-4f24-90b1-a2c83820df66;biosphere3
('air',);emission;[];Actinides, radioactive, unspecified;kilo Becquerel;d3805249-4c8b-48fb-8843-a7765b8d1322;biosphere3
('water', 'ocean');emission;[];Ethane, hexachloro-;kilogram;917f39ec-2757-4eb6-85cd-8576c3e727cc;biosphere3
('air',);emission;[];Ethanol;kilogram;d3f5d0b9-0155-4800-9dbb-b0583948c8c6;biosphere3
('air',);emission;[];Formic acid;kilogram;27804c78-5eee-47f9-9a91-1f6126ccfe45;biosphere3
('water',);emission;[];Antimony-125;kilo Becquerel;fa194dc5-ad5d-4c1e-a8f4-9fedba38fe8d;biosphere3
('soil', 'agricultural');emission;[];Maleic hydrazide;kilogram;863ebe6d-0f48-4c32-94df-a6369f963a2e;biosphere3
('water', 'ocean');emission;[];Chlorate;kilogram;064ac501-cea3-42fc-918c-6b17c113a764;biosphere3
('water', 'surface water');emission;[];Methanol;kilogram;e1b4f61b-e191-4c48-852b-58b11b2245eb;biosphere3
('soil', 'agricultural');emission;[];Dichlobenil;kilogram;bf6156c6-3abd-4875-86d2-b64f557c9e5d;biosphere3
('natural resource', 'land');natural resource;[];Occupation, arable, conventional tillage (obsolete);square meter;e489cce4-a80f-417d-9ae6-9fc14cc7dd49;biosphere3
('soil',);emission;[];Oils, non-fossil;kilogram;c161d9b4-2237-4053-b549-9e0cfc201e0d;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Isocyanic acid;kilogram;349a76e2-a467-439f-a179-76d16b656ed1;biosphere3
('water',);emission;[];Acrylate, ion;kilogram;37f69770-85d0-4af3-a612-41e9d314f5bb;biosphere3
('water', 'surface water');emission;[];Lambda-cyhalothrin;kilogram;cf7738ce-05a3-4fee-af0c-37386e0c28e3;biosphere3
('water', 'ground-');emission;[];Sulfur;kilogram;c2cc0ba3-a0c4-4bb4-9b85-3ff9dae2061f;biosphere3
('air', 'urban air close to ground');emission;[];Epichlorohydrin;kilogram;ebbb166e-83da-4a83-b8d2-678f871ffce7;biosphere3
('water',);emission;[];Magnesium;kilogram;9783014c-4ec6-4c9c-84d7-d34c8b390a0b;biosphere3
('air', 'low population density, long-term');emission;[];Propionic acid;kilogram;4009a3f4-1995-4318-9056-92825bc532c3;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Potassium;kilogram;6910bf7d-d956-41bf-bb93-db5d565f0ef0;biosphere3
('soil', 'agricultural');emission;[];Quinclorac;kilogram;658441e6-f7a0-4ce5-bbe7-329a2a9e31c8;biosphere3
('soil', 'forestry');emission;[];Heat, waste;megajoule;1fdca295-07cb-4797-8fc8-2bd8ba79514f;biosphere3
('natural resource', 'in ground');natural resource;[];Colemanite, in ground;kilogram;ec72c523-9e1a-466a-98c3-e4098e90fd27;biosphere3
('soil', 'agricultural');emission;[];Aclonifen;kilogram;dc64ecac-a65f-4d9a-9de6-557f1135659f;biosphere3
('air',);emission;[];Carbon dioxide, fossil;kilogram;349b29d1-3e58-4c66-98b9-9d1a076efd2e;biosphere3
('air', 'low population density, long-term');emission;[];Krypton-88;kilo Becquerel;b91e05b3-7c4b-469f-aa01-73eaf7c0720d;biosphere3
('water', 'ground-');emission;[];Diethylene glycol;kilogram;8f371d76-4cd1-4670-83c4-ae2b3b3355c6;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Dimethyl ether;kilogram;50cbb355-9a33-4e15-986a-c95c40931638;biosphere3
('air', 'urban air close to ground');emission;[];Radium-226;kilo Becquerel;1c02cff4-e852-489b-893c-d3ed30eb8ca5;biosphere3
('water', 'ground-, long-term');emission;[];4-Methyl-2-pentanone;kilogram;663ca947-9c87-4fb3-885f-f65789a93671;biosphere3
('air', 'urban air close to ground');emission;[];Tin;kilogram;19b6e569-85a4-4ea9-a590-d61a21e3c846;biosphere3
('water',);emission;[];Methyl borate;kilogram;d5a6fcba-b958-4b06-b193-b712eeb65cf4;biosphere3
('soil', 'agricultural');emission;[];Fomesafen;kilogram;cc05b490-fe4b-47ac-893c-951b0f359285;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Benzene, hexachloro-;kilogram;a028cff8-e405-4d44-8322-f46e9e51bcdc;biosphere3
('soil', 'agricultural');emission;[];Sulfosulfuron;kilogram;6a9afa4e-3b29-4695-b742-56c893060dd3;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methyl borate;kilogram;419bd741-384e-41ba-a432-5ad25e006a45;biosphere3
('water', 'ground-');emission;[];Methane, dichloro-, HCC-30;kilogram;a9dab180-06d5-417f-b1ca-8366ccd7a9df;biosphere3
('air', 'non-urban air or from high stacks');emission;[];2-Methyl pentane;kilogram;d25a3860-4be0-4fb3-ae03-2a4f04d2aa6f;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Furan;kilogram;3d20d2fc-2e7e-4c8c-a77d-91bd822a1dfe;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];1-Pentanol;kilogram;b78e77cb-7636-4420-855e-17239984f8b3;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Acrolein;kilogram;1ccc25c5-f5c0-4deb-b34a-965ccbaa4caa;biosphere3
('water', 'surface water');emission;[];Ethane, 1,1,1-trichloro-, HCFC-140;kilogram;9b77be37-3f9d-4ecf-b7b1-86e8390bcf2e;biosphere3
('water', 'ground-');emission;[];Propanal;kilogram;05d248c7-0159-49c6-88f8-bd4aa70f4894;biosphere3
('water',);emission;[];Lead-210;kilo Becquerel;2cfc5ba4-3db2-4193-9e81-b61e75ba1706;biosphere3
('soil', 'agricultural');emission;[];Diclofop-methyl;kilogram;0f02d06c-c44d-4681-a677-eff6aa3cd7e0;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to urban, discontinuously built;square meter;55beee8d-d04e-4307-bb0e-4e113dc07ee7;biosphere3
('water',);emission;[];Dissolved solids;kilogram;5ce634de-b810-4533-9efb-719c38fe7c09;biosphere3
('natural resource', 'in ground');natural resource;[];Zinc, Zn 3.1%, in mixed ore, in ground;kilogram;c3b2ba62-b158-47b1-8e1e-e76156e5292a;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to heterogeneous, agricultural;square meter;fdda4f8e-b620-4df6-92a9-101a251d2f42;biosphere3
('air', 'urban air close to ground');emission;[];Hydrogen peroxide;kilogram;8d179ea0-7b52-441e-954b-b5349d66340f;biosphere3
('air',);emission;[];Aerosols, radioactive, unspecified;kilo Becquerel;cec0687d-7d44-4e80-ae2f-428c2664d66d;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Chloramine;kilogram;de8ff400-b20e-4f36-a2c4-ec848b07c84f;biosphere3
('air', 'low population density, long-term');emission;[];Lanthanum;kilogram;ab70786f-a013-43ce-a081-991aeae14545;biosphere3
('water',);emission;[];Ethylamine;kilogram;a0f10b49-f9e6-4195-95af-bbc1ba417944;biosphere3
('water', 'ground-, long-term');emission;[];Tributyltin compounds;kilogram;ec758e92-f235-4372-85b6-40a212e6f86c;biosphere3
('water',);emission;[];Cyanide;kilogram;c4d10bd2-09da-4082-8cb3-022c92c53221;biosphere3
('water', 'ground-, long-term');emission;[];Dimethylamine;kilogram;aec25913-c64b-4046-8ac9-a48587771b0d;biosphere3
('water', 'surface water');emission;[];Carbon-14;kilo Becquerel;ba9971e7-1210-4215-ae3a-5c67e0949848;biosphere3
('soil', 'agricultural');emission;[];Chlormequat;kilogram;f0fb5b72-294e-4d86-b433-883e5f6e97fd;biosphere3
('water', 'ground-');emission;[];Toluene;kilogram;e5d0d6ea-c681-4080-ab05-5d9522c79bd1;biosphere3
('soil', 'agricultural');emission;[];Bromoxynil;kilogram;e24da787-41ae-4aa3-b13b-36862b5fd10e;biosphere3
('soil', 'industrial');emission;[];Selenium;kilogram;56a24912-2d66-4124-87d8-f760c2fe3973;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to dump site, slag compartment;square meter;d73b27a2-81bd-4264-baa5-ce4aca3545be;biosphere3
('water', 'surface water');emission;[];Iron, ion;kilogram;7c335b9c-a403-47a8-bb6d-2e7d3c3a230e;biosphere3
('water', 'ground-, long-term');emission;[];Tin, ion;kilogram;60a6702f-20ad-444f-a6df-f6374f1e3183;biosphere3
('air', 'low population density, long-term');emission;[];Propanal;kilogram;58f84a38-ca67-490c-8ed7-219c42dcc52d;biosphere3
('water', 'ground-');emission;[];Potassium-40;kilo Becquerel;f970ac84-3896-4168-a701-c73bf475edbb;biosphere3
('air', 'low population density, long-term');emission;[];Iron;kilogram;e8bd2edd-f937-49f6-9e8b-9f445278775e;biosphere3
('water', 'ground-');emission;[];Radium-228;kilo Becquerel;fe807c9d-7e35-4500-9511-25b92cd6fe53;biosphere3
('air',);emission;[];Butane;kilogram;982b0510-96ac-4bcb-a758-e98006b95f4d;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Diethyl ether;kilogram;67dd6e98-c44a-491d-97b1-8961777538a5;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Chlorpyrifos;kilogram;0822b867-9dca-4d5a-93c3-319d39b592cd;biosphere3
('water',);emission;[];Neptunium-237;kilo Becquerel;2ec209eb-22f1-47ca-8d32-c11dc4a92d0d;biosphere3
('water',);emission;[];Acetone;kilogram;d78a3d22-4bed-4ad3-8a9c-1cc4645188d0;biosphere3
('soil', 'forestry');emission;[];Iron;kilogram;c983ad54-12e9-47a5-b747-5e5c448e58e2;biosphere3
('water', 'ground-, long-term');emission;[];Uranium-235;kilo Becquerel;a5e0860b-7e2b-4870-ae00-0ed150fb8ae3;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from pasture, man made, extensive;square meter;82f2476e-988b-4d7a-bde6-5da9337d1f65;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ethane, 1,1-difluoro-, HFC-152a;kilogram;1c4a106a-53bc-40f5-bcae-d30ab191dbfe;biosphere3
('soil', 'agricultural');emission;[];Tribenuron-methyl;kilogram;ebb21cc2-3bb4-45eb-8f7f-58bf297f6431;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from wetland, coastal (non-use);square meter;1ef118e8-af9a-46d5-b04d-3ca10a69c51d;biosphere3
('water',);emission;[];Sodium, ion;kilogram;5ac961f0-8e53-42ff-b13f-1a7fb9133868;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methane, difluoro-, HFC-32;kilogram;8fbe2c56-c213-4501-b95e-ff57a76fbd6f;biosphere3
('water', 'ground-');emission;[];Anthracene;kilogram;a93b1c8a-f6f3-4cfa-b83d-a655ff57ef6e;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Dinitrogen monoxide;kilogram;afd6d670-bbb0-4625-9730-04088a5b035e;biosphere3
('water', 'surface water');emission;[];Strontium-89;kilo Becquerel;08b681c9-b5fc-46c8-beb5-5ee8bf31cef9;biosphere3
('water', 'ground-');emission;[];Acetone;kilogram;d60f27da-703f-4c04-bad4-7e978a375205;biosphere3
('air', 'low population density, long-term');emission;[];Trichlorosilane;kilogram;4a44767e-63a3-4ba3-8f9e-a193f5b39a61;biosphere3
('soil', 'agricultural');emission;[];Fentin hydroxide;kilogram;4dd95929-09d1-4c60-8792-4c9b6404d168;biosphere3
('water', 'surface water');emission;[];Phthalate, dioctyl-;kilogram;c5a05d85-646d-4c61-860c-5558eb1990f4;biosphere3
('air', 'urban air close to ground');emission;[];Methyl amine;kilogram;7238734e-18ef-4759-914d-61e9ed11bd4e;biosphere3
('air',);emission;[];Ammonia;kilogram;87883a4e-1e3e-4c9d-90c0-f1bea36f8014;biosphere3
('air',);emission;[];Americium-241;kilo Becquerel;a0e98cdc-79cd-4073-9713-c1a48238883a;biosphere3
('air',);emission;[];o-Nitrotoluene;kilogram;f9f12076-1cdf-4a3d-a70d-eab640038144;biosphere3
('water',);emission;[];Cesium-134;kilo Becquerel;9d9246d4-0ce3-4b47-8491-cf62e562ad38;biosphere3
('air',);emission;[];Butene;kilogram;91f6386a-af2e-4bbb-a05c-62e4483b1bcf;biosphere3
('water', 'surface water');emission;[];Diisobutyl ketone;kilogram;e9514abc-d441-49cb-84f6-0815ffa693fc;biosphere3
('air', 'low population density, long-term');emission;[];Silver-110;kilo Becquerel;87e68018-eac4-4935-9d0b-a61d4be6f147;biosphere3
('water', 'ocean');emission;[];Nitrite;kilogram;2f19a0af-a516-4f89-88ba-4c6b7cd52650;biosphere3
('soil', 'agricultural');emission;[];Bitertanol;kilogram;a74f6771-955e-4343-b796-4775067d51f5;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Pentane;kilogram;2f052025-4072-4d8e-b22d-68d50bfb260c;biosphere3
('soil', 'agricultural');emission;[];Furathiocarb;kilogram;af97a8ee-abed-4866-9330-89844b9f135e;biosphere3
('soil',);emission;[];Chromium;kilogram;e0336c9b-a0ff-4ae3-b8bb-ca1e46bbbc11;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Butadiene;kilogram;8a970585-5ce2-4226-b60d-df1c34649a56;biosphere3
('soil', 'agricultural');emission;[];Esfenvalerate;kilogram;59177170-590b-4d94-833a-e23d899f422e;biosphere3
('air',);emission;[];Plutonium-alpha;kilo Becquerel;3ef6e30a-9742-48c8-adcd-48e38148004c;biosphere3
('water', 'surface water');emission;[];Chloride;kilogram;5e050fab-1837-4c42-b597-ed2f376f768f;biosphere3
('water',);emission;[];Monochloroethane;kilogram;60340c7f-e9ce-474f-ac08-a6d4d9f864fc;biosphere3
('water', 'ocean');emission;[];Acrylonitrile;kilogram;06c8168d-a28d-4e23-9505-a0fb462f9367;biosphere3
