categories;type;exchanges;name;unit;code;database 
('water', 'ocean');emission;[];Formamide;kilogram;8c1489f3-f3cc-4c8d-a15e-6a5f91cf8abb;biosphere3
('water', 'ground-');emission;[];Ethane, hexachloro-;kilogram;b7720f05-761d-4aa1-a672-4f6bd28a0369;biosphere3
('air', 'low population density, long-term');emission;[];Ethyne;kilogram;8a515488-6475-42d0-bdf3-00a89ac06d0d;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methane, bromo-, Halon 1001;kilogram;701cda28-4722-431c-b52f-05a735ef5ed3;biosphere3
('water', 'surface water');emission;[];Acetonitrile;kilogram;b4604f84-4a09-412e-86ed-078533d9da5d;biosphere3
('water', 'ground-');emission;[];Lambda-cyhalothrin;kilogram;780e4e14-bd5b-408c-8304-0db2033561a7;biosphere3
('water', 'surface water');emission;[];Tin, ion;kilogram;3ddb2e36-bc1b-43a5-8ef4-cbcdbeeeea70;biosphere3
('natural resource', 'land');natural resource;[];Occupation, industrial area;square meter-year;fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b;biosphere3
('water', 'surface water');emission;[];Butylcarbamate, iodopropynyl;kilogram;5bb486eb-29db-4b80-bb79-c7023c0d5756;biosphere3
('water', 'ground-, long-term');emission;[];Ethylene diamine;kilogram;e5d3a0ba-404d-4aff-98ce-30bbf6474436;biosphere3
('water', 'ocean');emission;[];Radium-228;kilo Becquerel;09257283-72d9-4d13-838b-ee7f28e6d146;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Thorium;kilogram;d28f10c4-a8d0-4891-b7a4-362e12360079;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Methane, fossil;kilogram;6b1b495b-70ee-4be6-b1c2-3031aa4d6add;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Acetonitrile;kilogram;f7553ef8-e4f3-4b9c-98be-81fa36315648;biosphere3
('soil', 'agricultural');emission;[];Cycloxydim;kilogram;111c5f0c-3dda-4b7c-a5e2-aaada6ab6f79;biosphere3
('natural resource', 'in ground');natural resource;[];Kaolinite, 24% in crude ore, in ground;kilogram;ee540366-b970-46af-94d8-4c253ded5577;biosphere3
('water', 'ocean');emission;[];Propanol;kilogram;1f5c895e-f17c-4e2e-ba55-368273bdcf21;biosphere3
('air', 'low population density, long-term');emission;[];Boric acid;kilogram;02a7b111-6538-4496-a7cc-e03ea5b649bf;biosphere3
('air',);emission;[];Terpenes;kilogram;96bec6ea-fd71-48a1-ae8b-87a7b818eb77;biosphere3
('water',);emission;[];Uranium-235;kilo Becquerel;4d466648-95dd-4866-97ad-6008746d32ab;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Zirconium;kilogram;75af210f-0455-487e-ba2c-e9dd317af77c;biosphere3
('water', 'surface water');emission;[];Anthracene;kilogram;aa87ecd1-b103-4f43-b8dc-d44785c43fd4;biosphere3
('air', 'low population density, long-term');emission;[];Methane, dichlorofluoro-, HCFC-21;kilogram;34de4196-871a-4db8-a182-589ab780a935;biosphere3
('water',);emission;[];2-Methyl-1-propanol;kilogram;446e7a93-6ac4-4bdf-b97d-03f683c7488c;biosphere3
('water', 'ocean');emission;[];Urea;kilogram;67a1322b-6798-46a8-be95-03fe92d8e779;biosphere3
('soil', 'agricultural');emission;[];Dimefuron;kilogram;d0193bc5-365b-4a30-b30e-34ede49d069a;biosphere3
('water', 'ground-');emission;[];Phosphate;kilogram;329fc7d8-4011-4327-84e4-34ff76f0e42d;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Krypton-85m;kilo Becquerel;3a426398-ce2c-4803-aabf-d00b8bc1c277;biosphere3
('water', 'ocean');emission;[];Scandium;kilogram;3626a6e4-e594-44f2-b2cc-24ac1c9b6f07;biosphere3
('water',);emission;[];Iron-59;kilo Becquerel;b25f5005-10df-4c06-ae4c-ddad7bc04e7e;biosphere3
('air', 'non-urban air or from high stacks');emission;[];2,4-DB;kilogram;0b2a8601-aa6e-42e9-8091-21cba87c0f0c;biosphere3
('water', 'surface water');emission;[];Bromine;kilogram;bac53020-1fed-4119-9242-33e4a2597560;biosphere3
('water', 'ground-');emission;[];VOC, volatile organic compounds, unspecified origin;kilogram;8ab803d5-39b7-4fcc-9018-896720031143;biosphere3
('water', 'ocean');emission;[];Chloroform;kilogram;d08cd491-53a2-4b2c-a385-08c76cf09e6b;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Hydrogen-3, Tritium;kilo Becquerel;0cdaaa7e-3c23-419d-8ad5-12dc93c2e1e3;biosphere3
('water', 'surface water');emission;[];Thorium-230;kilo Becquerel;9b2f96e6-564c-4fdb-ace4-077b2d2fd132;biosphere3
('air', 'urban air close to ground');emission;[];Cesium-137;kilo Becquerel;e62cf4c6-73a6-42b8-b0da-88aeac40e6ae;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Carbaryl;kilogram;02eb30a8-ed7c-456b-a1fe-2cdffea4fb8d;biosphere3
('water', 'ground-, long-term');emission;[];Hypochlorite;kilogram;73f834fe-b8e1-4600-933b-364668952321;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Acetaldehyde;kilogram;43a7e8ef-634e-401b-92f1-32cb42f226ac;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Sulfuric acid;kilogram;3caec0e2-2d07-4463-abae-bef6a0d4bbdb;biosphere3
('water',);emission;[];Anthracene;kilogram;d30c7d00-977b-44f7-bab1-eb11c2a5c589;biosphere3
('air', 'low population density, long-term');emission;[];Methane, monochloro-, R-40;kilogram;246c87af-4495-4977-8d39-eae397c1c8f1;biosphere3
('water', 'ground-');emission;[];Bentazone;kilogram;029af65d-7b19-4189-9c92-81fc03909665;biosphere3
('natural resource', 'in ground');natural resource;[];Chrysotile, in ground;kilogram;c5f5aeb8-7558-4a0c-9594-27621b9cfbc5;biosphere3
('water', 'ground-');emission;[];Americium-241;kilo Becquerel;395386b2-5696-4288-b076-adbdf2038dd3;biosphere3
('air',);emission;[];Magnesium;kilogram;aeefa758-5f4f-4bb4-a28a-4075e81f2fde;biosphere3
('air',);emission;[];Lanthanum;kilogram;b6e43995-389d-4353-a5ad-6957ab1ae048;biosphere3
('water',);emission;[];Ethylene diamine;kilogram;0650f48f-c6c9-44ae-ac49-c3bae05220c3;biosphere3
('water', 'surface water');emission;[];Dibenz(a,h)anthracene;kilogram;904546ce-acb5-4cc3-9dda-950c7dc54328;biosphere3
('soil', 'industrial');emission;[];Bromine;kilogram;2113ec49-2b48-4808-8e40-837769be8337;biosphere3
('soil', 'agricultural');emission;[];Chlorothalonil;kilogram;06b8a67f-5044-4060-be71-04e1dfc31e24;biosphere3
('water', 'ground-');emission;[];Manganese-54;kilo Becquerel;dcf5005b-16a3-49ed-ae93-960a320f52db;biosphere3
('soil', 'agricultural');emission;[];Fosetyl;kilogram;794a9d6b-1ed0-486b-a6a9-d8a575c0aa9a;biosphere3
('water',);emission;[];Plutonium-241;kilo Becquerel;b9645eb8-07b6-420d-a0f8-939257a8e036;biosphere3
('soil', 'agricultural');emission;[];Endosulfan;kilogram;69da88e0-7fb1-4223-bb2d-b6e86e2af891;biosphere3
('air', 'low population density, long-term');emission;[];Strontium-89;kilo Becquerel;91bafb36-540f-4ef2-803f-c0f2be2119e1;biosphere3
('water',);emission;[];Manganese-54;kilo Becquerel;729eac4f-0339-4d0f-8956-a71ebe20a527;biosphere3
('natural resource', 'in ground');natural resource;[];Praseodymium, 0.42% in bastnasite, 0.042% in crude ore, in ground;kilogram;909bc093-18b2-4a7e-8131-16f68eebc193;biosphere3
('soil', 'agricultural');emission;[];Imazapyr;kilogram;a72e7983-329f-4fb7-9b05-77efe97717e4;biosphere3
('air',);emission;[];Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;kilogram;cacfd448-6c2d-4061-9363-fd506b979f25;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Dimethyl malonate;kilogram;32bd196f-401c-4ece-bc45-a3b5ab7fd6fc;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethane, 1,1,2-trichloro-;kilogram;22317c8a-3b60-4479-8798-eec0bdfada2f;biosphere3
('air',);emission;[];Ethylamine;kilogram;b1dc1428-e198-464d-a434-a7e6d880f041;biosphere3
('water', 'surface water');emission;[];Pyrene;kilogram;b397980f-62a4-4b0f-a05c-7c5c0e634aec;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Hydrogen peroxide;kilogram;922d8e44-3fcc-4663-be51-0892915596a0;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Nickel;kilogram;0545c382-2312-43b6-9ec3-63dbb1438565;biosphere3
('natural resource', 'in ground');natural resource;[];Cinnabar, in ground;kilogram;15545dca-018d-4f7f-aa1f-796b707180af;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Propane;kilogram;9beb60a3-3a8c-4345-9a0e-107eec2f709f;biosphere3
('water', 'ground-, long-term');emission;[];Dipropylamine;kilogram;a5e23523-af52-4472-910d-d13ea022ceea;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Formaldehyde;kilogram;9167dca7-615e-435c-8ba6-dbbf50e50e34;biosphere3
('air', 'urban air close to ground');emission;[];Mercury;kilogram;a850e6de-a007-432f-be7f-ce6e2cf1f2ae;biosphere3
('air', 'low population density, long-term');emission;[];Methane, trifluoro-, HFC-23;kilogram;dc78690a-2b0a-49fc-8272-b811fb25ff6c;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Promethium-147;kilo Becquerel;21ada84c-f5c9-49cc-9df1-0ca996091370;biosphere3
('air',);emission;[];Dinitrogen monoxide;kilogram;20185046-64bb-4c09-a8e7-e8a9e144ca98;biosphere3
('water', 'surface water');emission;[];Dipropylamine;kilogram;f87e0478-9ba4-4d6b-a1ca-5667d07f3465;biosphere3
('water', 'ground-');emission;[];Chloroacetyl chloride;kilogram;fa0d6d19-f82c-4e51-bfad-43a187f6662b;biosphere3
('soil', 'agricultural');emission;[];Tebuconazole;kilogram;a805071f-ce96-4d72-bdd5-4334d9aa3c23;biosphere3
('water', 'surface water');emission;[];Trimethylamine;kilogram;fb353f43-7c91-4877-999a-b40db6cb7a8e;biosphere3
('air',);emission;[];Potassium-40;kilo Becquerel;4bc2ecf7-fbc3-4c74-81f6-30f9f4425d30;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to annual crop, irrigated;square meter;247ddc2a-c861-43be-97f0-0183e3d12f99;biosphere3
('air',);emission;[];Barium-140;kilo Becquerel;634463b6-08b4-487a-b0af-4e19fbe8bca2;biosphere3
('water', 'surface water');emission;[];Ethylamine;kilogram;2e2a9226-1d5a-4adf-aa0f-6a4b9499e8d7;biosphere3
('water', 'ground-');emission;[];Cobalt-60;kilo Becquerel;9d9bcab1-3c01-4e4b-a876-9b15c623735c;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Iodine-131;kilo Becquerel;19ff96c2-6796-44e3-ab85-3635e8cb7e89;biosphere3
('air', 'low population density, long-term');emission;[];Radium-226;kilo Becquerel;dfcd04d5-e7d9-4965-b62a-f272f40831f1;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Acetone;kilogram;7a2d7097-20c4-4b5f-b2ee-bcfc2ba1378f;biosphere3
('water', 'surface water');emission;[];Bromoxynil;kilogram;35ef9eb3-94a1-461d-bba6-db939f22e0be;biosphere3
('soil', 'agricultural');emission;[];Diquat dibromide;kilogram;0e0554ad-f6aa-472e-88e0-489f19bec2bb;biosphere3
('air', 'low population density, long-term');emission;[];Formic acid;kilogram;c8da1004-26dc-493a-a568-72f4c3820fc8;biosphere3
('water', 'surface water');emission;[];Benzyl alcohol;kilogram;096bf756-c3fa-4470-9059-ac1b059081e0;biosphere3
('natural resource', 'in ground');natural resource;[];Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground;kilogram;86c6e6cd-c2f5-4977-bad6-ce9cd48cf721;biosphere3
('water', 'ground-, long-term');emission;[];Antimony-125;kilo Becquerel;16ff2790-3c88-4761-bb09-b91d981d2c30;biosphere3
('air',);emission;[];Ethane thiol;kilogram;468111da-3988-4c54-b6a0-b8feb1b5e5da;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;kilogram;416eedbd-a7b4-4693-8031-9bfaa2f20ebc;biosphere3
('soil',);emission;[];Nickel;kilogram;2bcad3b3-5305-481c-a166-ad5e6eac2675;biosphere3
('soil',);emission;[];Molybdenum;kilogram;8b531ec0-ca7a-49cd-bef0-56f110112f34;biosphere3
('soil', 'agricultural');emission;[];Mecoprop;kilogram;bef7c90d-9f65-483c-b6b6-4b5d1086c878;biosphere3
('air', 'urban air close to ground');emission;[];Nitrate;kilogram;15ca802b-f541-44aa-bd33-35560a053193;biosphere3
('air', 'urban air close to ground');emission;[];Lead;kilogram;6a903634-c97f-4c49-a7c0-88f0e6ac7a23;biosphere3
('water', 'ground-, long-term');emission;[];Chloride;kilogram;ea70cc93-c68c-4228-8b8e-1b189b4c705c;biosphere3
('soil', 'agricultural');emission;[];Fenoxaprop;kilogram;5229d225-38a2-4ec9-a7ed-4fd906a57c76;biosphere3
('soil', 'industrial');emission;[];Tin;kilogram;e070bd24-fd16-4963-8f4d-78bb4c402400;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Potassium chloride;kilogram;989fb36e-b530-46b4-88c2-a28d9f1efa7b;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Ethanol;kilogram;0d3ccb17-b3fe-4c08-b7cb-458ed3ababf1;biosphere3
('natural resource', 'land');natural resource;[];Transformation, from unspecified, natural (non-use);square meter;1a1d0d4b-6b95-4815-ad06-2ec5fe333c43;biosphere3
('water', 'surface water');emission;[];Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;kilogram;d1d77d54-e19f-4c3d-8fdc-389f78e72515;biosphere3
('water',);emission;[];Ruthenium-106;kilo Becquerel;639a5c44-7241-4254-ad70-65cd45a9db25;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Ethylene glycol monoethyl ether;kilogram;fe976683-7080-4a79-8538-810793d21c53;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];o-Xylene;kilogram;4b841af5-7061-4e59-89d4-cace8bc364e1;biosphere3
('natural resource', 'in ground');natural resource;[];Cobalt, Co 5.0E-2%, in mixed ore, in ground;kilogram;02e8658e-3c88-404c-865d-4d4934661ea6;biosphere3
('water',);emission;[];Benzene, ethyl-;kilogram;3dd549fd-825c-4ceb-a5f9-2988d322dc5d;biosphere3
('water', 'surface water');emission;[];Zirconium-95;kilo Becquerel;8db2694c-9a3f-4f8d-a915-cd8a380f5394;biosphere3
('soil', 'agricultural');emission;[];Carfentrazone ethyl ester;kilogram;d07867e3-66a8-4454-babd-78dc7f9a21f8;biosphere3
('water', 'ground-, long-term');emission;[];3-Methyl-1-butanol;kilogram;f9f1397d-ddd2-4568-9f32-6cac992f0c1e;biosphere3
('water', 'ocean');emission;[];Manganese-54;kilo Becquerel;147b91df-513b-4784-923a-180c2a5b1434;biosphere3
('soil',);emission;[];Organic carbon;kilogram;e61443a5-41b6-4407-a1cd-116bdfb38a67;biosphere3
('water', 'surface water');emission;[];Phosphorus;kilogram;b2631209-8374-431e-b7d5-56c96c6b6d79;biosphere3
('soil', 'agricultural');emission;[];Glyphosate;kilogram;3850d44e-8919-47bc-9c0a-51ccc4ec9d9f;biosphere3
('water',);emission;[];Uranium-234;kilo Becquerel;1869fd74-ed68-4814-9596-12315b1e810d;biosphere3
('soil', 'agricultural');emission;[];Cinidon-ethyl;kilogram;c0f2ec91-162c-4706-b08c-9aa212fbe176;biosphere3
('soil', 'agricultural');emission;[];Iodide;kilogram;c672fec5-5d1d-4353-9af3-2528b073a262;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Methyl amine;kilogram;a7284b4f-39ea-40a8-8207-91e77c455a08;biosphere3
('air',);emission;[];Propane;kilogram;3a6c936c-0276-4f11-9d98-1bd011387a6e;biosphere3
('water', 'ground-');emission;[];Cobalt-58;kilo Becquerel;c05a4d81-570d-4393-8dc7-f0fdf06094a0;biosphere3
('natural resource', 'land');natural resource;[];Occupation, permanent crop, irrigated, extensive;square meter-year;7e7d6ebb-8c9c-4ecb-b64b-23a8c2c908c4;biosphere3
('water',);emission;[];Acidity, unspecified;kilogram;b37294bd-947d-4f35-b9e6-3eb259c05ff5;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Cyclohexane;kilogram;22ff429e-4506-428d-9bba-4f9595ed3b99;biosphere3
('water', 'ocean');emission;[];Radium-226;kilo Becquerel;74a0aabb-e11b-4f3b-8921-45e447b33393;biosphere3
('water', 'ocean');emission;[];Plutonium-241;kilo Becquerel;2b185e1c-282d-40df-86c9-99de81830782;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Acetic acid, trifluoro-;kilogram;66d62655-2b96-4e07-84f6-721f4a3e3ec7;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Nitrogen oxides;kilogram;4841a0fe-c250-4a39-94a1-1bc31426c0f1;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Hydrogen sulfide;kilogram;59281544-7c5a-4101-a972-10118e8df6aa;biosphere3
('air', 'lower stratosphere + upper troposphere');emission;[];Potassium-40;kilo Becquerel;4dc5b605-36cc-435f-a6de-83781b1f7779;biosphere3
('air',);emission;[];Propanol;kilogram;ff5d0fa9-6ca8-4e61-b99b-14981620c0d7;biosphere3
('air',);emission;[];Cadmium;kilogram;1c5a7322-9261-4d59-a692-adde6c12de92;biosphere3
('water', 'ground-, long-term');emission;[];Curium alpha;kilo Becquerel;a8ed3760-106f-40e2-8a34-6b710a4c9090;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Isocyanic acid;kilogram;31a4ca5f-abb9-4dc8-a16f-116c584d4f96;biosphere3
('water', 'surface water');emission;[];Thorium-228;kilo Becquerel;714732d3-61e1-4bad-a4e3-a4f3573d8bc6;biosphere3
('water', 'surface water');emission;[];t-Butylamine;kilogram;a66849fd-060a-40b5-bd9d-04caa632b75c;biosphere3
('water', 'ground-, long-term');emission;[];Fungicides, unspecified;kilogram;68ab2496-c441-4102-a3fa-0d71a24106ab;biosphere3
('natural resource', 'in ground');natural resource;[];Samarium, 0.3% in bastnasite, 0.03% in crude ore, in ground;kilogram;f46130cc-dbd4-4a3b-a537-5efbcd89063f;biosphere3
('water',);emission;[];VOC, volatile organic compounds, unspecified origin;kilogram;9ba627f4-3a6c-4dd6-8598-4e1639fbd85a;biosphere3
('water', 'ocean');emission;[];Methyl borate;kilogram;25577c13-5625-41cf-a921-9e82f81d2131;biosphere3
('natural resource', 'in ground');natural resource;[];Silver, Ag 1.5E-5%, Au 5.4E-4%, in ore, in ground;kilogram;adfff256-b19a-4083-9783-ffbc7a7cb437;biosphere3
('natural resource', 'land');natural resource;[];Occupation, annual crop, non-irrigated, extensive;square meter-year;1b0a8570-eab4-46c2-9b67-c9b918e75676;biosphere3
('water',);emission;[];Dimethyl ether;kilogram;d49e5257-e655-4e9f-adbc-b8763137b76c;biosphere3
('water', 'ground-');emission;[];Selenium;kilogram;1be475e0-ccef-4145-98e0-0d47c570a71b;biosphere3
('soil', 'agricultural');emission;[];Tefluthrin;kilogram;273b51ae-dcc4-45c6-b8da-f6ba0313edf8;biosphere3
('soil', 'agricultural');emission;[];Metconazole;kilogram;1defe52a-bc9b-4c03-90fb-91bd35f6ce49;biosphere3
('air',);emission;[];Thorium-228;kilo Becquerel;ecc877ac-3c34-4838-b1f8-6ae0ff2cd2fc;biosphere3
('water', 'ground-, long-term');emission;[];Ethylene glycol monoethyl ether;kilogram;2e2c0b46-41cf-4be8-9a92-246aecc58608;biosphere3
('air', 'low population density, long-term');emission;[];Dimethylamine;kilogram;16bb633b-6a05-4f1a-8bab-9f4c121df099;biosphere3
('natural resource', 'land');natural resource;[];Transformation, to annual crop, non-irrigated, extensive;square meter;91a067cc-543a-4d73-a0c0-feb1f8935756;biosphere3
('water', 'ocean');emission;[];Thorium-228;kilo Becquerel;27d2b49d-9ecb-4b0a-80dc-9c6598464c6a;biosphere3
('water', 'ground-, long-term');emission;[];Diborane;kilogram;ae7a3110-d355-4c01-8a92-02616b28ee29;biosphere3
('water', 'ocean');emission;[];Acrylate, ion;kilogram;6446e9ba-9cdd-410e-aae3-41d71d971750;biosphere3
('air',);emission;[];Methane, bromo-, Halon 1001;kilogram;8c283de2-50d3-40c8-8bff-1e172c3398f8;biosphere3
('water', 'ocean');emission;[];Plutonium-alpha;kilo Becquerel;a3cfd5c8-d309-469c-aef6-21a0388902d6;biosphere3
('water', 'ground-, long-term');emission;[];Acetic acid;kilogram;27db07bb-7d5b-4e63-8f16-401781188148;biosphere3
('water',);emission;[];Sodium chlorate;kilogram;375f256f-393f-4c89-8db9-56260f7c8046;biosphere3
('water', 'ocean');emission;[];Diethylamine;kilogram;56467370-dc88-4b7a-8287-d0b660e65856;biosphere3
('air', 'non-urban air or from high stacks');emission;[];Fomesafen;kilogram;9c54d6d2-16c9-40c1-86e4-57246f1e5820;biosphere3
