CF unit;Elementary flow subcategory;Elementary flow name;Impact category;Impact method;Elementary flow UUID;Per elementary flow unit;CF value
DALY;in water;Water, turbine use, unspecified natural origin, MX;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5261c4f4-4abf-3ac2-873a-183e9956e671;m3;0.000128392
DALY;fresh water;Waste water;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;72721c4e-d589-4ad7-8c5e-4228b8690ddb;kg;-1.14E-07
DALY;in water;Water, turbine use, unspecified natural origin, PE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a65f41ac-79d1-373e-8212-e030d7a2290e;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, IT;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c266520e-f671-3990-99dd-057fa51ebfe6;m3;0.000114438
DALY;river;Water, IAI Area 1;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2e5924bd-a303-3800-9293-e3c3f08f4daf;m3;-0.000128392
DALY;unspecified resource;Water, unspecified natural origin, ID;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;936081af-f5b2-3dcc-99b7-bf9570452566;m3;0.000114438
DALY;surface water;Water (fresh water);Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4ee18a71-8635-4a40-af0d-79c01d58077d;kg;-1.28E-07
DALY;in water;Water, unspecified natural origin, ES;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5f9e8551-455c-393e-86c9-27683f6d9d5f;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, BE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;64f910df-cc09-359b-aff3-e90a04c55cc4;m3;0.000128392
DALY;river;Water, BR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;29a9157e-42d5-3e71-ab26-dd76fec002d8;m3;-0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, PL;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8f6a3319-0f5c-3c12-9b29-b7b1ae510368;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, TZ;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8db6a887-3429-371c-8b04-a0f39b44ca7c;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, TW;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7e1170d4-99d0-3812-8b94-0c6cd519b58b;m3;0.000114438
DALY;unspecified resource;Water, ground;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ed8789d-5282-4cb9-901a-cdf5433c2dec;m3;6.35E-05
DALY;in water;Water, cooling, unspecified natural origin, TH;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;26d923eb-b44e-3615-b6e0-d72e8c7639f0;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, GR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;64efcbd6-4217-37a8-acb5-f78df61be29b;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, TH;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a92767f6-04ba-3c3f-b7e8-3551f19346b6;m3;0.000128392
DALY;unspecified water;Water, IL;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;86ea740c-2765-34b8-9af6-6e7c7bd1f0b0;m3;-0.000114438
DALY;ocean;Water, IAI Area 2, without Quebec;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;01a0ca3a-de0c-3006-add6-d98d5b5c46a9;m3;0
DALY;in water;Water, cooling, unspecified natural origin, SA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4b724d3a-2a1f-3176-a05b-b06c12d0c7e4;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, GB;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8e338a98-3038-3aef-973b-a3b0b86c0244;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, PT;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2d2d23a0-4896-384b-896c-7852db85f132;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, RER;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;471f0cd8-bd7b-3cea-ade9-8a3293cb7641;m3;0.000128392
DALY;unspecified resource;Water, process, well, in ground;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6efff6a9-428a-4062-b415-3950e32c1dab;kg;6.35E-08
DALY;unspecified resource;Water, process and cooling, unspecified natural origin;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c56bfea1-912d-468f-ba43-bef7c14c8c1e;m3;0.000114438
DALY;in water;Water, unspecified origin;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;bea8ee06-61e8-4770-abce-6ed950985dfe;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, IE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;60e8cda5-9b44-367b-a106-b9380025d82a;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, FR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b9f02930-d0e3-3144-92bf-1babde3b17d8;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, MK;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6f1e33ee-7fc0-3c9c-a9f9-408ad4a7b072;m3;0.000128392
DALY;unspecified resource;Water, well, in ground;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4deca3ec-ae40-460b-b063-35934d4fc936;m3;6.35E-05
DALY;in water;Water, unspecified natural origin, CH;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d512585c-a3ff-3bd4-8854-3d23c14926c0;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, CA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;034f8a4d-d2c9-3242-bfc2-929e373b367c;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, JP;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a19c6dec-d1ef-3dfa-8e97-6871a9a5e669;m3;0.000128392
DALY;in water;Water, unspecified natural origin, DE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;af44fff2-0c47-3785-b610-c950776f117a;m3;0.000114438
DALY;ground water;Water, Europe without Switzerland;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;beb8d1f8-7819-321d-a32d-ab3884121e7b;m3;-6.35E-05
DALY;in water;Water, turbine use, unspecified natural origin, MY;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f1bc0318-5825-3ea8-b36a-53c0b602c412;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, RU;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b28303de-9da9-3c1b-bf30-49b5fad9e452;m3;0.000128392
DALY;in water;Water, lake;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1acb026e-9de6-48fe-9e0d-be4d24125bbc;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, GB;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d84c58f8-bc2a-3fed-badd-2a35ec5e4c6a;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, SI;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5d8406dc-0091-38c0-b3ab-3a50bfd7e399;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, HR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ca0d7b64-6044-3a7c-af04-ae23b94edb7b;m3;0.000128392
DALY;river;Water, CO;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6bb96a1a-3f9a-32e5-b61d-171bd4d6cc95;m3;-0.000128392
DALY;river;Water, UN-EUROPE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6e694082-a3be-3aa5-a2ce-0ff3f1d6b869;m3;-0.000128392
DALY;surface water;Water;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;22f7036b-d608-4e79-844f-7ccf7ca409e8;kg;-1.28E-07
DALY;in water;Water, unspecified natural origin, PL;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e9649289-4111-3ec4-80fd-770952c30c49;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, DE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;41d2ebdf-efb6-372f-97bb-76f0ccf21e92;m3;0.000128392
DALY;in water;Water, unspecified natural origin, US;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;45fa090d-ec34-3e43-b374-bf56e72ad973;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, SE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8c7323c6-2d9c-3874-91f3-69d87ed3754f;m3;0.000114438
DALY;ocean;Water, IAI Area 4&5 without China;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0cb40629-b57a-3348-befe-956763641032;m3;0
DALY;unspecified resource;Water, thermoelectric groundwater consumption;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b8e26d9b-b07b-45b7-a2dc-5320a8934416;kg;6.35E-08
DALY;in water;Water, cooling, unspecified natural origin, MX;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;37fc5b02-751d-3353-b4d4-6fac8ee07b69;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, TR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b84a7e1e-2ed1-3f04-80d0-d7f5ed16245b;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, DK;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5e37f4c5-3ad2-377e-87b7-46e80144b3c2;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, SI;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;94ff3932-5a6d-389c-bb65-c3a348f9f1b2;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, NO;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;94506e78-584b-3ad0-bd8a-8f7b2a2508e6;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, CN;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;121b0f77-c14f-393e-8b68-30b46e1a426c;m3;0.000114438
DALY;ocean;Water, UN-EUROPE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;02961f89-0894-3c96-87dc-cf6856ebbc84;m3;0
DALY;in water;Water, unspecified natural origin, IAI Area 4&5 without China;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8715a2b5-92a4-3377-8293-7b03c4094cc7;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, AU;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f87edd21-d830-3d32-aeee-e69320033ccd;m3;0.000128392
DALY;fresh water;Water (river water from technosphere cooling water);Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3fc1d5e2-8e32-480a-be55-45b7f42dd0d6;kg;-1.28E-07
DALY;in water;Water, cooling, unspecified natural origin, HR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ce9fd979-2f96-3b4f-b09a-94df06fb3feb;m3;0.000114438
DALY;river;Water, UN-OCEANIA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;96775c4c-b80d-3cae-8b4e-0eb508071b37;m3;-0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, BA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;df74eba0-aca1-3b76-982f-16bebb424870;m3;0.000128392
DALY;river;Water, IAI Area 8;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a5a6f52b-e9e0-39b8-8cf6-9e5f4cb7e258;m3;-0.000128392
DALY;in water;Water, cooling, unspecified natural origin, IN;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b77bffdd-d035-368c-a735-a37ca4640331;m3;0.000114438
DALY;river;Water, FR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2a8a1088-2664-3b27-8865-b484ecb6d999;m3;-0.000128392
DALY;in water;Water, cooling, unspecified natural origin, GR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;07ca6082-954c-3128-9b62-6fc5852b5e5a;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, AT;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b297cf0c-23c3-34a8-9cdf-586650be58fd;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, TW;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;12b740b7-b774-336e-817f-d26ade9fff26;m3;0.000128392
DALY;in water;Water, unspecified natural origin, IAI Area 2, without Quebec;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;59357070-8888-3f64-b9a7-1ea875b33e42;m3;0.000114438
DALY;river;Water, RER;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4f07dade-dcfe-384a-b666-513d575b8c9d;m3;-0.000128392
DALY;in water;Water, unspecified natural origin, IAI Area 8;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;55e63a8a-224b-36f7-a5c8-f0635363f0f1;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, BR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c7024325-1fdf-3d70-b078-a34cc49c6db6;m3;0.000114438
DALY;in water;Water, unspecified natural origin, IT;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;acb7676c-2874-3e55-b74a-0aa3144f9362;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, CN;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e6bf7393-ca27-36b6-89d0-0c155afe959a;m3;0.000128392
DALY;ground water;Water;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6e9312ec-1e02-4232-9589-0746bc67d4e6;kg;-6.35E-08
DALY;unspecified water;Water, process and cooling, surface;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;76dc4c91-6ffe-43bf-b7d4-ba8c71def0c8;m3;-0.000128392
DALY;in water;Water, cooling, unspecified natural origin, ES;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;468ced72-ed96-3ffe-bd81-584d0605aa21;m3;0.000114438
DALY;in water;Water, unspecified natural origin, FR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;66e3f915-d5e1-3df9-8e35-3c2cbb83d132;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, JP;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f7baa589-bb9c-36c2-8ac2-4e23874315b5;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, MA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;99955f8f-0222-3094-af2c-47eeec843957;m3;0.000114438
DALY;ocean;Water, IAI Area 3;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;782c2e29-cb48-3d7d-8172-ac75520e5bd4;m3;0
DALY;unspecified water;Water, IAI Area 8;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;47f98e48-4fc8-3d7d-9eec-3920e811b100;m3;-0.000114438
DALY;in water;Water, unspecified natural origin, TR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e8e6e8f7-373e-3381-b6cf-bb6d4ddb2d76;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, PE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a3f36ce8-73ad-38a8-9073-16558ed96158;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, IE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8ca8ac08-340a-3d73-9cda-d685c4987950;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, CZ;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;abc1487f-7ac2-3aed-b04d-105a47d73e16;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, TZ;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d9c3f006-e25d-3beb-98c1-ed5cc01ce96c;m3;0.000128392
DALY;river;Waste water/m3;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6e323b42-84de-3746-bc4e-baea6f53e6ab;m3;-0.000128392
DALY;river;Water, PT;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;feae94ff-e17a-3b3a-af20-6a50b822c273;m3;-0.000128392
DALY;in water;Water, feed;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;09a69d95-307e-4332-a566-1ce37f032853;kg;1.14E-07
DALY;in water;Water, cooling, unspecified natural origin, ID;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;65e587ee-924c-351b-a6ea-f46547c660ca;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, BR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;24422b32-3046-322c-b53b-ccad50a2f4f9;m3;0.000128392
DALY;unspecified resource;Water, cooling, well, in ground;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;96ad8bf8-e303-4034-a27c-631b5115fa4c;kg;6.35E-08
DALY;in water;Water, unspecified natural origin, FJ;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;172fec48-5592-3d59-80cc-a4d86eeb1db8;m3;0.000114438
DALY;in water;Water, with river silt;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9e0de545-41c5-4d35-897d-561df22e6272;kg;1.28E-07
DALY;river;Water, IAI Area 3;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;473aaa0c-5be9-3c1d-8bd9-41e6729abc99;m3;-0.000128392
DALY;in water;Water, cooling, unspecified natural origin, PT;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;882c52b9-814b-3acf-9940-c3c39cc271b7;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, DK;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2141caeb-e469-376b-8f78-deb8dded9c7e;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, RER;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e86c6358-1283-31b1-af5d-6bf05fc58ff8;m3;0.000114438
DALY;river;Water, DE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b2473da9-b49b-38b8-996d-a682ae82cae2;m3;-0.000128392
DALY;in water;Water, cooling, unspecified natural origin, MK;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;eba958f5-ffe1-3f4b-8f2c-8bc7b5a9b275;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, BE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;572445fe-ff91-3f7e-8846-a3fddd87ea52;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, WEU;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2ba4d6f7-45c2-32af-b377-35ca261dca67;m3;0.000114438
DALY;in water;Water, well, in ground;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;67c40aae-d403-464d-9649-c12695e43ad8;m3;6.35E-05
DALY;in water;Water (fresh water);Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0609bdf8-819f-4556-8686-94e3a2476f2e;kg;1.14E-07
DALY;unspecified water;Water, IAI Area 3;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;229b3c06-8be1-3415-b776-6bfa63650993;m3;-0.000114438
DALY;in water;Water, cooling, unspecified natural origin, HU;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;48ae8335-d233-311c-b5ee-fc554c018671;m3;0.000114438
DALY;river;Water, ES;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;71cb08fe-d3f7-3d38-8073-d94815935029;m3;-0.000128392
DALY;in water;Water, barrage;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d340bcfb-77bb-34f2-8052-b598a2cdf17e;kg;1.28E-07
DALY;unspecified resource;Water, unspecified natural origin, PK;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;eba9b309-7926-37da-a4c5-0d4c2ef894f9;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, BA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c5294e60-47a2-3ba3-bd8d-12cec538bb7a;m3;0.000114438
DALY;in water;Water, unspecified natural origin, GB;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;191319b7-f72f-3f3a-b2cd-56ea835f9c35;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, SK;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e30bc01a-26c4-33dc-90b1-2976a9dd2785;m3;0.000128392
DALY;river;Water, FJ;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5d8950af-bf5f-3373-b75e-441c1b5d3743;m3;-0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, IN;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;341e910f-3799-3a3c-82e9-0ef26c78fd07;m3;0.000128392
DALY;ocean;Water, UN-OCEANIA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;380507a5-306c-378d-93ba-1252903ffd31;m3;0
DALY;unspecified water;Waste water/m3;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e0065ac9-4578-3e8d-9338-fd99a299ae46;m3;-0.000114438
DALY;in water;Water, unspecified natural origin, UN-EUROPE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;13af5f43-9b78-382a-adc0-e632e0f2dc9f;m3;0.000114438
DALY;in water;Water Cooling fresh;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f838aec9-cb26-4597-bb6f-478cdf32e32a;kg;1.14E-07
DALY;in water;Water, turbine use, unspecified natural origin, SE;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a7bbf899-f764-3025-91ee-43b59036b5d0;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, RO;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;474772b5-d4f6-3da7-a081-14c84cddf81d;m3;0.000128392
DALY;fresh water;Water (river water from technosphere, rain water);Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b1f08696-54fa-458d-9a6b-af614db865e6;kg;-1.28E-07
DALY;in water;Water, turbine use, unspecified natural origin, RNA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7a4ce745-2cc7-3746-a9c9-fa54e4b5818c;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, CH;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d73cbb05-f4f8-3e7c-be7b-1226f429335b;m3;0.000128392
DALY;in water;Water, unspecified natural origin, UN-OCEANIA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e51e9393-0c77-3bd0-897c-1e3a4729196a;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, LU;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c32bea0d-1d42-36dd-aeac-9a7b16696eba;m3;0.000128392
DALY;in water;Water, surface;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1f31247d-6556-11dd-ad8b-0800200c9a66;kg;1.28E-07
DALY;in water;Water, cooling, unspecified natural origin, CL;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5a19056b-6d15-3a0c-bd00-d184e991d3ab;m3;0.000114438
DALY;in water;Water, unspecified natural origin, IL;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5ef54da5-e7c2-3ac7-a01c-45725d131111;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, Europe without Switzerland;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2d88cf1e-7aa4-3409-bd12-5da97c133385;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, TR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2b04a22c-28fd-309d-acf9-d349d537efbe;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, RS;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c39ddc68-60d8-32e9-a0ce-05125d213c0d;m3;0.000114438
DALY;ground water;Waste water/m3;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;461b9748-ac92-46d2-96ad-fb63097c0376;m3;-6.35E-05
DALY;river;Water, RO;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3b3a4648-20e6-3efb-adae-ddc7cfaf3c8b;m3;-0.000128392
DALY;unspecified resource;Water, cooling, surface;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;31950f2d-17c2-469f-9066-0f6dbb76ce7a;kg;1.28E-07
DALY;in water;Water, cooling, unspecified natural origin, RNA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c17215a3-b80a-3372-810c-ccc92b97d3ef;m3;0.000114438
