CF unit;Elementary flow subcategory;Elementary flow name;Impact category;Impact method;Elementary flow UUID;Per elementary flow unit;CF value
DALY;fresh water;Water (lake water from technosphere, cooling water);Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;295e6c24-7c10-4118-a330-0672382000d7;kg;-1.28E-07
DALY;unspecified resource;Water, process, unspecified natural origin;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4dbbc4de-4e1b-4b19-b6e4-d89f39a4dd80;m3;0.000114438
DALY;unspecified resource;Water, rain;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;22c11859-a872-43da-84ee-bd7423a50f5e;m3;2.53E-05
DALY;in water;Water, cooling, unspecified natural origin, RO;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;64b8db56-7e67-32da-9f5f-7fbd2a66c03a;m3;0.000114438
DALY;unspecified resource;Water, groundwater consumption;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f835e4b9-3073-4547-ab20-ba20886fd6a3;kg;6.35E-08
DALY;in water;Water, cooling, unspecified natural origin, AU;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;6ddcf13b-64d6-33e3-97eb-a14040dddfca;m3;0.000114438
DALY;unspecified resource;Water, turbine use, unspecified natural origin;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5be81c7a-31d9-4b79-b9e4-50e92d78a014;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin, RS;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4858a358-5a21-3a3c-a0bb-8db58c91f6d1;m3;0.000128392
DALY;in water;Water, turbine use, unspecified natural origin;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8c1494a5-4987-4715-aa2d-1908c495f4eb;m3;0.000128392
DALY;unspecified water;Water, IAI Area 2, without Quebec;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e329aa39-56b8-3015-abd0-efba8fae94cb;m3;-0.000114438
DALY;unspecified water;Water, IAI Area 4&5 without China;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;14ce1e7c-c545-3acc-aedb-3c75484dc03f;m3;-0.000114438
DALY;unspecified resource;Water, cooling, drinking;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3c27fe4e-eec8-4bea-91cd-afc0b0ab138f;kg;1.14E-07
DALY;river;Water, GB;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a16ffdac-79e9-3a72-9cc2-26b926ff349f;m3;-0.000128392
DALY;ground water, long-term;Water;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3f7e0b7e-aefd-4efd-a946-7bdad142fd50;kg;-6.35E-08
DALY;in water;Water, turbine use, unspecified natural origin, CZ;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1494ba3b-1cbb-366d-b4af-a6038e6dd592;m3;0.000128392
DALY;ocean;Water, IAI Area 1;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4bb40b02-179d-37e9-b933-1fe73f79b66f;m3;0
DALY;in water;Water, cooling, unspecified natural origin, NL;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ad1dac87-cd0a-350c-8848-4f1fc289cb3a;m3;0.000114438
DALY;unspecified resource;Water, lake;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e0e6bb44-1b7b-4d85-a3f8-1ee6a1e983d4;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, PL;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9c369e6e-909b-3828-80eb-97cb53c9fb13;m3;0.000114438
DALY;in ground;Water, unspecified natural origin, ID;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ea46e7e8-e9b6-31ac-be23-52f09bf73782;m3;6.35E-05
DALY;in water;Water, unspecified natural origin, BR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ab92ef07-03ba-3f2c-8568-0805e78fad4d;m3;0.000114438
DALY;unspecified resource;Water, unspecified natural origin;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a2a9cda7-9dd0-4a39-b422-f45298906dd8;m3;0.000114438
DALY;unspecified resource;Water, unspecified natural origin, FR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5e45aecb-61b2-359e-9393-6f0bbbc4b1f7;m3;0.000114438
DALY;in water;Water, process and cooling, unspecified natural origin;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c0f39d6f-dd5a-4465-9dee-b0c5f897d175;m3;0.000114438
DALY;unspecified resource;Water, Surface water consumption;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;75b5c052-b7fa-48f6-8ce8-cfefed1f6fd2;kg;1.28E-07
DALY;unspecified resource;Water, fossil;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4a57e617-eb1f-4c75-b6d9-61dea2d82295;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, KR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5f6ecee0-a80d-3172-8c35-d3258079891b;m3;0.000128392
DALY;in water;Water, rain;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;e0241436-ad0b-40ab-90f8-db4fd79f4e8c;kg;2.53E-08
DALY;in water;Water, unspecified natural origin, Asia without OAPEC;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b5e65e84-a1e1-3a02-a74f-8e6a9c0b2ad6;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, BG;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;23f4e3e3-c30b-3d45-b888-5263a9484861;m3;0.000114438
DALY;fresh water;Water (river water from technosphere, waste water);Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f1bdb3e1-1235-4939-a4a0-6383caa42c63;kg;-1.28E-07
DALY;river;Water, GR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;25beccea-63c7-3d2b-b7de-287eb4c140f2;m3;-0.000128392
DALY;in water;Water, cooling, unspecified natural origin, NO;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4089d90f-81cf-37fa-a004-ebbad26d04b3;m3;0.000114438
DALY;in water;Water, unspecified natural origin, MY;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b94df422-b76f-3d10-91ef-83dc99967b51;m3;0.000114438
DALY;unspecified resource;Water, river;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;30aa8b31-d824-4c3a-b6b3-d141f710b63f;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, IR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d40062f6-9cad-3324-84dd-d8f194a5005d;m3;0.000114438
DALY;river;Water, IAI Area 4&5 without China;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;17c78134-7968-3a3b-8bcd-2a363909e6e3;m3;-0.000128392
DALY;in water;Water, cooling, unspecified natural origin, MY;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;d78b41a7-b3f3-328f-9e55-0a9836c86c6e;m3;0.000114438
DALY;unspecified resource;Water, unspecified natural origin, Europe without Switzerland;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9d966161-d561-33f5-9050-8233889024b0;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, NL;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3ac1aaff-7bd1-375e-bcd8-ec7625823843;m3;0.000128392
DALY;unspecified water;Water, process, unspecified natural origin;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;debe7510-db87-4df7-bf4c-cfb3a622edb1;m3;-0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, FR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;61756661-69cf-31bf-ab1d-18f785e5e36b;m3;0.000128392
DALY;unspecified water;Water;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c9eaca71-6924-483f-9e86-51265bc0e9ef;kg;-1.14E-07
DALY;unspecified resource;Water, process, drinking;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;1fef4759-76ce-4443-9a0e-cfa38c4ce14a;kg;1.14E-07
DALY;in water;Water, unspecified natural origin, GR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;2f0c7a7b-a356-32e7-a4bc-8b7659cd280e;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, FI;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;c6424dad-5233-328c-9752-b5a2378726be;m3;0.000128392
DALY;in water;Water, unspecified natural origin, IAI Area 3;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9df90c6b-2bac-35c1-b7fc-943f3ca23c7f;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, IR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;aec504f6-5f16-3830-ab89-122a01e43efb;m3;0.000128392
DALY;in water;Water, unspecified natural origin, EC;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;585ef0b1-6194-3653-8208-2ef96fb9ef69;m3;0.000114438
DALY;in water;Water, unspecified natural origin, RER;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;10e7a3bc-9edc-322b-b3eb-0ca651428c2c;m3;0.000114438
DALY;unspecified resource;Water, barrage;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;47ede456-cb14-44fd-bc8e-01cb1bee4af1;kg;1.28E-07
DALY;fresh water;Water (groundwater from technosphere, waste water);Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;0e848871-d8b6-457a-a274-dd50fd437502;kg;-6.35E-08
DALY;in water;Water, turbine use, unspecified natural origin, UA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;9ff8ff07-805b-3902-a5d3-a7373eb706e8;m3;0.000128392
DALY;in water;Water, cooling, unspecified natural origin, LU;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;5511e6ea-d68e-39ad-a83d-2f11e9348ea3;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, PH;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f4ed16d1-aacb-344f-ab16-aeb44de80128;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, KR;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7b492692-f5e0-393c-9e58-0374b38ae9c5;m3;0.000114438
DALY;in water;Water, cooling, unspecified natural origin, CA;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;31b9c5a7-2359-3349-be6f-086fe117cd37;m3;0.000114438
DALY;in water;Water, turbine use, unspecified natural origin, ES;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;84f07f02-ead8-37c6-a8f2-f96cc0ebb067;m3;0.000128392
DALY;unspecified water;Water;Water availability, human health, GLO, with uncert;IMPACTWorld+ - Endpoint - only with spatial variability;995f3484-64f1-4d38-bc97-5364463e02b0;m3;-0.000114438
PDF.m2.yr;fossil-;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;dc2458f6-30fc-4c71-97f6-ff4c5470bd3a;kg;0.079709586
PDF.m2.yr;fresh water;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;4574cd53-77cc-4540-827b-5736dda9c4d7;kg;0.079709586
PDF.m2.yr;ground water;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;57c27ba7-a61a-4932-8cd5-095c88ff0245;kg;0
PDF.m2.yr;ground water, long-term;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;aedea697-930a-4a0e-9e4f-b9c369aa9a33;kg;0
PDF.m2.yr;lake;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;3f512502-5e18-45f1-90a4-e22c93229ea2;kg;0.079709586
PDF.m2.yr;ocean;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;f012d2d5-ebb4-4531-8285-0b98af3dcbd4;kg;0
PDF.m2.yr;river;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;8d33cd5f-c365-44b8-bb70-a211d5bb15dd;kg;0.079709586
PDF.m2.yr;river, long-term;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b101cae3-a323-4b8a-8cc8-43d305b6e2ff;kg;0.079709586
PDF.m2.yr;surface water;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;70d467b6-115e-43c5-add2-441de9411348;kg;0.079709586
PDF.m2.yr;unspecified water;BOD5, Biological Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;91955aba-6ebc-4413-9342-f0298860b4aa;kg;0.079709586
PDF.m2.yr;fossil-;COD, Chemical Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b2c8d9ab-da12-445f-bf52-eeca64a96fd6;kg;0.079709586
PDF.m2.yr;fresh water;COD, Chemical Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;b3cfad3f-b7da-490b-a491-8507a1bb7c4b;kg;0.079709586
PDF.m2.yr;ground water;COD, Chemical Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;be10dd54-eb4d-48ae-9e14-7d79ce8b170d;kg;0
PDF.m2.yr;ground water, long-term;COD, Chemical Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;a8fea8cf-9b09-49fc-aa58-5a732494a2a0;kg;0
PDF.m2.yr;lake;COD, Chemical Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;7ea403ad-aba6-4f89-843f-41266477064f;kg;0.079709586
PDF.m2.yr;ocean;COD, Chemical Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;ec76fb5c-b402-416b-825c-53e074fe7525;kg;0
PDF.m2.yr;river;COD, Chemical Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;75a4db8c-cc6c-4da5-a511-cf68acdad348;kg;0.079709586
PDF.m2.yr;river, long-term;COD, Chemical Oxygen Demand;Freshwater eutrophication, GLO, no uncert;IMPACTWorld+ - Endpoint - only with spatial variability;be437c78-bc3a-4ccc-bdf3-9129d143a891;kg;0.079709586
